#,type,conscieniousness,agreeable,extraversion,neuroticism,openness
2235,ISFP,31.11027089,28.42768372,14.25606504,98.69405835,80.47963293
2236,INTP,67.6055722,50.41344662,17.39225196,91.78519209,66.46691765
2237,ENTP,21.9348,40.68013794,45.53313304,98.9295626,84.79784817
2238,INFJ,68.33881316,36.90807852,38.14115334,97.35300717,62.0294432
2239,ESTP,33.55847351,41.35568422,53.25318842,96.28855834,61.39296684
2240,INFJ,33.53442442,53.79503685,44.9943354,96.487871,59.63483486
2241,INTP,53.24991962,44.79594388,37.89758503,89.48230304,68.85774698
2242,INTJ,16.43014484,54.7903339,20.16812618,95.73143537,50.17681184
2243,ENTP,8.028443143,53.97790893,18.77712861,99,72.51042801
2244,ISTJ,22.44889883,60.47134079,31.20639941,90.68866949,87.34428606
2245,ENFP,33.50931592,55.58357787,15.26232362,97.00522593,63.86815079
2246,INTJ,25.49446295,48.57950798,32.27891178,99,33.77536422
2247,INFJ,15.06320564,31.45829074,16.92620451,99,66.05702273
2248,INFP,53.51614333,23.88113093,13.92282461,98.58639949,46.67782351
2249,INFP,38.04133889,20.43346946,28.61717884,99,64.23948315
2250,INTP,13.25223747,31.82120784,35.9070277,97.94650788,75.14314393
2251,INFJ,43.84311229,47.6577736,17.49317903,95.18615754,88.64183571
2252,INFJ,40.9953767,47.89870139,39.14000297,92.73936326,55.22962433
2253,ENFP,33.76446143,58.08740056,58.74731882,82.81764499,92.29214357
2254,INFJ,6.868893412,64.95167906,22.55838432,98.60901026,65.37443444
2255,INTJ,43.21674181,79.94030631,29.49456733,82.32684647,42.64485925
2256,INTP,49.70621813,58.36718783,24.28898613,93.46037986,52.15090501
2257,INTJ,13.53010897,39.34336375,38.16077108,99,76.37311171
2258,ENFP,50.75435884,42.6551848,26.89421647,99,44.25210071
2259,INTP,12.3224767,42.82155547,41.4018702,99,72.14057035
2260,ENFP,32.29177139,38.43344278,13.95295649,99,70.47736348
2261,ISFJ,28.1329274,46.36819908,34.32579811,97.79843042,67.80278807
2262,INFP,43.02423246,45.3244744,9.135670309,99,70.48120917
2263,ISFJ,71.2555713,42.13061325,26.55890877,88.61941241,46.6167154
2264,ENFJ,63.26734293,70.08996285,62.69113182,54.42332599,81.00827396
2265,INFP,21.10459177,36.71503988,40.48642361,98.61545672,59.56582958
2266,ESTJ,64.44328339,63.86595469,26.75970304,89.4444914,52.04425251
2267,ESTP,18.00381965,44.12673262,61.75938157,97.72096275,64.57485339
2268,ENTJ,32.53663029,13.01824337,37.55485011,98.63254497,65.36009793
2269,ENTP,30.06262238,41.32026069,39.55875332,97.75672855,52.0188194
2270,INFJ,52.2250961,55.30824371,12.91165773,96.02271596,72.38455216
2271,ESFJ,27.30256965,55.01464932,59.80397368,90.15932361,88.90558469
2272,INFJ,21.78128626,18.84835965,17.22470184,99,69.81914954
2273,INFJ,33.15350459,44.24150844,28.79895202,98.29855374,79.5616936
2274,ENFP,38.69679806,49.26505534,49.03557183,86.96759134,77.45255247
2275,ENTP,32.54219701,65.13416734,55.72082991,92.40786963,79.20278695
2276,INTP,24.53088561,31.67267336,36.09478993,99,79.11418182
2277,INFP,48.90886407,57.79699358,17.16916113,72.75069543,53.6559386
2278,INTP,16.34277991,47.59052524,11.58496477,98.00525986,68.77116288
2279,ENTP,21.58095711,40.21930807,66.66112679,82.0558739,61.69928363
2280,INFJ,60.87387375,52.61872234,31.04966571,86.40864046,63.07624193
2281,INFP,42.5187909,54.39853882,24.73817683,95.23873481,78.34520709
2282,INTP,37.89052162,62.48421812,17.06361221,86.30001272,68.49670001
2283,ENTP,51.06430957,35.69353006,23.96631351,94.54534493,71.92787502
2284,INFJ,10.6827883,61.21237435,59.26382317,91.89948775,89.36357726
2285,INFP,33.78849375,52.42065299,29.63088244,88.43898504,85.64850884
2286,ENFJ,23.74797308,is,60.46381603,96.97763492,87.80867379
2287,INFP,37.89703322,37.86997281,32.22613258,99,64.29015931
2288,INTP,6.426754527,71.98258515,16.76471702,99,89.36486139
2289,INTP,1,69.37588705,12.8642578,98.67079072,94.42569638
2290,ENFP,23.39074118,66.77529427,40.07719742,93.66814651,85.80594311
2291,INFP,17.85933692,65.20049913,23.26672134,78.2888633,83.03731995
2292,ENTP,18.98581451,44.07964639,10.39144758,99,72.34036355
2293,ENFP,11.93345044,46.92492251,85.21201573,98.87518108,91.42594189
2294,ENFJ,43.71688095,59.09244156,40.50407107,93.46754479,33.78722825
2295,INFJ,39.30788476,64.423975,28.51726973,98.15281621,72.66264523
2296,ENFP,51.6519117,59.01354971,51.59331143,97.51127638,49.43505344
2297,ENFP,40.86031751,57.41427835,11.4277931,95.57440037,47.54242876
2298,ENFP,33.62418273,62.00849333,44.4524801,96.13410325,41.76619438
2299,ENFP,53.03654772,57.91435368,38.19578072,89.93361239,53.89412517
2300,ENFP,18.64217589,61.27373298,13.87098405,97.01086091,77.2466354
2301,ENFP,55.25245607,44.69549697,36.82512636,82.01226932,65.07383991
2302,ENFP,18.77904347,79.3088215,40.91002983,96.82535729,86.71089518
2303,ENFP,38.85850049,29.46291154,9.018960897,99,59.70040346
2304,ENTP,47.98717045,54.22591961,18.91776922,94.6111354,61.20076899
2305,INFJ,18.19009511,34.70361096,49.81114074,98.39144413,93.48190429
2306,ENFJ,24.80231745,67.43326559,26.02827237,96.90073632,65.96049644
2307,ESTP,15.83467245,42.00719233,44.79606286,99,80.45158947
2308,INFJ,16.32696372,92.32468259,23.2022753,32.41311605,36.71552473
2309,INTP,40.31147728,38.2586991,28.21356511,96.89873045,80.25548506
2310,INFP,39.00249363,53.66390659,47.21114032,72.8256313,63.41327031
2311,ENFP,25.65000526,60.53781389,51.41448454,88.51137874,79.21084227
2312,INFP,35.70879096,44.40256733,12.53614304,84.61305709,87.23511954
2313,INFP,8.569593123,13.84555418,24.28229781,99,83.63333304
2314,INTP,68.43790534,56.05692801,45.45420308,96.95733584,50.39717177
2315,ENTJ,37.31820474,46.15365245,34.21499606,96.03235615,77.84591383
2316,ENTP,27.13295567,35.73163543,39.13000158,99,78.71887447
2317,ENTP,7.783692578,21.93847325,36.16664298,98.54288021,83.42766199
2318,ENTP,62.85369254,56.0144674,44.96857021,81.17935959,64.30182284
2319,ENTP,44.7066546,58.64922586,62.44567584,90.2951525,40.03448263
2320,ENTP,23.46019173,39.82536098,27.54309504,99,74.16224937
2321,ENTP,25.18854585,48.58520118,19.6247626,94.05406255,79.24727837
2322,ENTP,7.266775864,average,27.67420148,99,78.83327926
2323,ENTP,75.60059322,49.58409246,49.61669781,57.02183602,62.65956687
2324,ENTP,35.8486835,41.59170042,22.332132,96.43647762,69.16947506
2325,ENTP,8.542638558,45.77568009,44.97623058,99,70.03800354
2326,ENTP,10.87314655,49.80146793,7.278417074,99,53.4605596
2327,INTJ,16.28666316,48.09859756,39.40335069,87.61372412,49.54088669
2328,ENTP,10.33346163,75.72088451,34.06457589,83.65588218,80.00901861
2329,INFJ,15.09528602,45.02785796,24.39598148,98.50039656,80.04135827
2330,INFP,20.37707614,58.37962628,10.03699799,93.77834243,69.60647195
2331,INFJ,59.78471725,54.5329042,41.57807005,89.87454029,69.84951358
2332,INFP,44.45559894,71.18538443,30.8078584,83.66843961,78.40156481
2333,INFP,58.56295631,36.50703039,35.25827296,96.0433642,70.53042719
2334,INFP,13.72976917,46.95541027,30.38374556,94.21180452,85.20262364
2335,ENTJ,53.01694012,69.35980118,58.42397543,86.11624726,63.014204
2336,INFP,16.13706676,34.06648712,41.67510619,96.75822081,76.00277566
2337,INTJ,29.18578197,52.89791694,21.61549405,94.26489317,89.12063406
2338,ISFP,58.21051746,49.72130083,26.08057774,96.52353703,50.07120987
2339,INTP,24.07008416,23.21774542,12.40080243,99,75.47147305
2340,ISTP,41.35766084,50.29954295,37.280214,87.87098369,64.7462004
2341,INFJ,43.817991,53.41735427,11.79084267,94.32241774,53.61173996
2342,INTP,15.39296418,30.37825927,31.17273138,99,75.53965193
2343,ENTP,27.47740812,37.59830679,42.15487152,93.07638217,89.33521379
2344,ESTJ,45.67037098,71.04647924,65.98642209,87.31724334,40.1700417
2345,INFJ,46.14604065,44.65858933,27.76763976,96.36577081,58.55553826
2346,INTP,52.5829687,34.9819901,11.74189004,99,72.93211347
2347,INTJ,49.50411397,47.88790886,50.76538893,60.99559327,64.00299151
2348,INTP,12.33421604,53.23758118,just,98.13154922,44.28663915
2349,INTJ,14.05258329,56.76868924,46.03846477,98.6976788,74.38246107
2350,INFJ,30.24899769,29.1161062,26.33028837,98.74013543,66.26459336
2351,ENFJ,5.540302235,51.68950084,54.52750298,98.01818884,84.35468185
2352,INFP,19.39009366,64.38372486,29.37499075,97.6418894,93.07816263
2353,ISTP,29.72287401,58.05846595,48.26663843,82.01567037,71.60555489
2354,INTP,47.73458868,38.53166863,21.43319108,95.71290106,56.61875664
2355,INTJ,32.21437298,55.23082455,49.24936726,83.28530964,87.63512904
2356,INTP,54.66924369,61.7656004,my,46.74388474,58.9730944
2357,INTJ,65.21845243,34.64716096,50.23734603,89.76220399,56.50442166
2358,ENFP,62.67472915,63.76780069,42.73669603,75.05897955,68.21124368
2359,INTP,27.87450732,74.73292803,56.31044609,66.56645463,82.50409212
2360,INTJ,32.90603629,35.17785343,28.17921852,98.12947462,53.07945614
2361,ENTP,27.06250861,56.69558157,34.26179235,95.08291619,44.06502033
2362,INTJ,47.54419202,65.49794916,45.1108086,61.41374162,65.61432989
2363,INFP,77.45180033,69.69451215,23.53205069,83.66507511,39.12052549
2364,INTP,30.97204702,is.,23.01011436,95.65120546,81.70939059
2365,INFP,43.57190544,42.10489234,41.05874382,90.74543038,65.00334789
2366,INFP,24.73505268,71.65829929,23.93779244,98.64273626,72.50427238
2367,INTP,40.03962702,28.34984963,17.22549499,98.2426988,43.98044656
2368,INFP,22.01748077,76.45955161,63.91420658,89.4313925,51.79945543
2369,INTP,28.52574977,73.35266477,34.42983286,84.83241518,73.55452125
2370,INTP,60.44830563,57.51549703,40.56706302,57.17596918,51.07641376
2371,ISFJ,24.42018526,85.93169997,35.62061857,88.178792,71.5178321
2372,ENTP,32.07665501,50.48121943,19.43093679,97.44745096,68.41575731
2373,INTP,24.85846989,57.16173867,51.77563304,86.82943022,72.0678758
2374,INFP,23.8250745,26.27303439,29.82016927,97.31958321,76.84852147
2375,ENFP,33.43473064,59.40656075,36.74399483,94.45161067,46.15337722
2376,INFP,28.78610389,58.1256711,51.95940586,87.44872934,90.18588184
2377,ENTP,8.604413182,59.37655237,31.30262164,97.86976987,74.85466889
2378,INFP,15.5033264,57.73758596,51.12128974,87.09464921,76.27703972
2379,INTJ,28.71510319,31.80009527,27.07849769,96.23140308,70.6814431
2380,INFP,36.49839446,63.33389874,27.00095162,80.71255223,78.19354221
2381,INFJ,77.30032662,25.1170645,71.72722459,22.79542333,79.20660118
2382,INTP,39.31246591,24.74884093,27.2643958,99,49.54601689
2383,INFP,68.48266511,24.29551563,38.71283818,99,71.41889318
2384,ISTP,54.23004765,53.99643827,28.35566787,75.37451454,64.14133086
2385,ENFP,74.42000324,30.15970992,24.69101197,91.6933946,58.01103569
2386,INFJ,17.33437228,37.91078668,12.32855936,94.79214778,78.71788215
2387,INTJ,37.79220959,66.02007279,15.31782742,95.39304572,81.23030872
2388,INFP,9.140622205,27.19418242,26.77899115,99,69.28538015
2389,INFP,55.79034311,50.92466887,25.71124438,96.1507432,54.91003975
2390,ENFJ,25.62301586,59.55818828,25.29346199,94.02475012,79.88115021
2391,INTJ,7.543095177,30.77110047,22.57810013,99,76.95085806
2392,INFP,7.239847937,41.35546132,9.215873945,99,92.74026683
2393,INFJ,21.85364436,60.7506422,28.58818109,76.23769507,74.40345125
2394,INFP,25.36105599,39.80451446,20.82292053,97.43209328,75.85044789
2395,INFJ,67.29917949,65.02103775,36.49147857,82.96812238,55.45389288
2396,INTP,47.34585635,35.84074967,28.50306594,97.29445559,81.0588319
2397,INFP,33.57286372,46.45245419,28.72948672,98.73291048,76.07337588
2398,ENTP,15.90573506,37.28269001,65.47810481,93.09392686,87.41813762
2399,ENFP,58.1021404,31.76081089,23.48986238,89.61727746,72.36405677
2400,ISTP,8.637796388,47.40002595,24.03118418,98.79077156,92.01661852
2401,INTP,41.652029,60.30254503,18.47537368,52.73995868,75.44808961
2402,INFP,26.72719189,42.09758725,17.39210618,98.67666694,78.99795118
2403,ISFP,9.3631895,39.05928497,33.00550178,99,86.83044056
2404,INTP,7.298774904,44.76861084,29.38185719,99,50.06801693
2405,INTJ,56.84622747,47.33306622,40.67857297,86.61728855,49.76013838
2406,INFJ,35.25214896,57.22900689,48.32767601,92.01677837,77.34641775
2407,ENTP,47.55021899,49.04849557,42.07701396,84.35410816,36.41457257
2408,INTP,20.9005909,82.37145928,29.70334771,55.68747323,78.43524817
2409,INFJ,39.04136418,47.8136044,18.53384266,85.54437997,72.29560399
2410,INFJ,33.62205317,51.2366766,18.58673439,97.22484162,68.67117741
2411,ENFP,16.08688304,44.34168106,22.89726839,96.39950583,64.49720742
2412,INFP,63.93488779,52.38241499,16.43925525,71.39095324,79.37119613
2413,INFP,47.35996711,64.56881682,28.05547986,73.44670557,86.17594919
2414,INTJ,47.54997322,63.96881243,36.50273946,89.72882746,56.4776365
2415,INTP,33.93044607,29.34228974,51.6266439,99,87.67358311
2416,INFP,48.5904027,21.61650872,15.69472898,99,78.32919926
2417,ENTP,8.992298839,42.52999639,27.64103271,99,93.39362392
2418,INFP,53.56165808,66.46852398,33.29968218,94.21777602,73.63194268
2419,INFJ,18.69844843,42.5792897,30.94619198,97.76903562,66.46604476
2420,INFP,56.58396149,77.251803,52.66462057,47.97458797,62.93966083
2421,ENTJ,32.87547056,54.16930067,65.36241678,97.57719809,66.16777884
2422,INTJ,16.43017442,47.73712701,37.73760799,98.37646589,82.75549484
2423,INTP,30.74610062,60.52127413,40.31745332,92.5813985,70.87662467
2424,INFP,61.30349804,38.40335286,8.949213327,98.54749149,58.86967705
2425,ENFP,33.7607528,44.96190363,11.32297427,94.67199908,56.74060761
2426,ENFJ,3.979432788,58.96561499,3.012421798,99,89.45124423
2427,ENTP,49.59450813,73.35006559,47.58952097,72.58603932,65.13502772
2428,INFP,47.48314057,39.92163684,20.44335919,99,*
2429,INTJ,16.72712778,36.69027637,39.70165323,98.49360185,74.07965279
2430,INFJ,69.09667901,62.47944313,52.29186704,83.08360381,74.14802413
2431,ESFJ,34.38080782,55.84258226,26.41905935,99,96.16829667
2432,ENTP,45.03298262,38.48833672,31.21884036,94.78626468,55.34862321
2433,INFJ,33.27717716,36.537509,28.52115518,98.0301363,72.55747259
2434,ENTP,29.06293463,53.19245293,24.89099621,89.68852404,62.04999116
2435,INTP,32.08204417,53.72067105,23.08520027,94.19958653,65.47699989
2436,INTJ,27.09565534,39.93514663,25.66056688,95.90158968,79.27996211
2437,INFJ,51.12424364,52.18848055,56.70674431,94.54899331,47.08997712
2438,ENTP,59.99822208,49.08265103,27.25823655,95.05013381,56.92730243
2439,INTJ,71.42891544,33.65893285,30.84875782,91.78761212,55.32067642
2440,INTP,43.77804391,21.05381231,32.96062419,99,55.04204803
2441,INTJ,35.60541416,41.50521802,25.24218712,92.08866286,56.75362006
2442,INTP,26.78467957,48.95475954,50.71849423,85.78664263,81.90462204
2443,ENTP,36.02227694,70.77007664,54.4684413,80.79987044,87.48206567
2444,ENTP,20.25582024,65.920742,27.78763923,85.29901681,62.91392212
2445,INFP,36.33831048,33.03242207,41.66246913,97.99200907,78.75792872
2446,INTJ,61.34375249,39.87082276,27.88218289,92.60755859,77.72807764
2447,ISFJ,29.31181079,35.20900051,28.61214626,99,28.63539464
2448,INTJ,18.79880204,46.46557452,23.26427614,96.43181738,57.2769383
2449,INTJ,29.35677796,30.7371901,56.10334622,98.74703093,68.09132855
2450,ENTJ,15.36652996,32.91656717,59.69389175,97.51018268,77.5669069
2451,INFJ,6.417013913,57.17643797,46.16838915,98.58442085,81.62669534
2452,INFJ,10.01113907,37.64887291,58.17399408,99,66.51669513
2453,ISTP,45.9928813,59.50487255,18.87004751,92.54709084,61.65619404
2454,ESTP,12.56981698,60.58244874,23.7808809,98.20378288,82.69937884
2455,INFJ,22.21114634,29.53996376,48.68685193,99,84.77983585
2456,ISTP,38.75883267,55.12501959,53.69538627,92.62347613,84.58815798
2457,ISFP,48.13467864,50.90050637,59.81319321,73.12267921,75.17182311
2458,INFP,60.51753069,42.62318962,29.14771814,85.26097089,74.89194635
2459,INFJ,18.19565067,41.77798188,11.45380183,99,76.10656878
2460,ENFP,48.76456346,71.8901609,33.26312938,76.68521443,91.07248931
2461,INFP,63.41129769,56.79557255,51.2061891,90.81544393,54.61503377
2462,INFJ,12.87988586,54.46616784,41.14562366,98.55416263,49.25226293
2463,INFJ,13.81711789,85.20171966,33.86628994,81.3570707,87.87365502
2464,INTJ,35.83935205,67.39903961,25.86956679,88.95510483,62.34065758
2465,ENFP,4.199505012,35.43208085,4.017538945,99,72.04099012
2466,INFP,65.26018579,15.63616507,13.61146292,99,43.5234154
2467,INFP,24.31336058,61.40884117,43.59088804,62.41364919,65.35485689
2468,INFP,43.14693448,60.7370663,77.26475448,92.39206916,and
2469,ENFP,45.12084725,60.13431471,46.39253882,88.03886788,75.30155412
2470,INFP,25.22869943,64.27310682,22.41532813,77.85462793,72.94153495
2471,INFP,45.91462229,76.50932385,40.4511492,neurotic,62.77256428
2472,ISTP,59.93434059,32.29793696,14.22629279,93.64543334,55.32445377
2473,INFJ,25.3220572,71.12349057,43.61572846,77.69433479,91.76649846
2474,INTJ,34.51909755,61.65283923,18.71011169,75.23576827,74.91567348
2475,INTJ,40.7886321,57.40099086,10.57229973,69.47155114,67.28900742
2476,ESTP,17.3149451,56.04099066,57.111693,95.87026315,86.953234
2477,INFJ,63.39637457,44.57839425,5.46694222,88.96545438,71.7376534
2478,INFP,34.10688561,56.69524776,32.01340514,89.53970169,85.51427703
2479,ISTP,33.22289855,46.14658632,44.12302509,96.1954778,61.28133848
2480,ENFP,26.20086063,61.59076702,28.5702701,94.65315592,76.86216269
2481,INTJ,19.16411795,31.53039101,49.55260984,96.32669404,84.45498417
2482,INFJ,29.35042807,43.9054207,36.76410663,92.02709623,64.8581948
2483,INTJ,42.52221514,56.7436005,19.99452645,81.9577332,77.75542776
2484,ISTP,20.21811306,25.7019492,and,98.07354024,69.14739768
2485,INTJ,29.76351331,36.36731343,26.20617975,98.07128183,57.02096725
2486,ENFP,42.50636413,68.26410239,36.11274374,78.74673092,59.40091712
2487,INFP,46.00170574,28.47354248,15.74069787,99,52.26063776
2488,ENTP,14.40371025,51.91405637,38.53778471,99,63.3483152
2489,INFJ,7.157835693,55.01121283,23.73162115,93.71711822,
2490,INTJ,50.89575329,53.87919256,30.68628869,96.29189599,70.62033011
2491,INFJ,56.93152892,80.7606052,10.08752829,50.16256129,83.15854705
2492,ESTP,4.592262771,48.23240043,45.38793824,92.86252124,92.20361608
2493,ESFP,32.24177565,65.57754816,39.4418581,72.49572162,62.3411181
2494,INFJ,51.4417918,47.76599423,13.96660198,91.53874399,54.66455907
2495,INTP,37.02712437,48.28210908,35.26347222,97.5368308,54.26884597
2496,INTJ,44.72894451,57.57329526,52.03317532,94.97401289,62.96689971
2497,ENFJ,59.58291027,54.62489281,17.82632012,92.36330858,58.11470919
2498,INFJ,31.13655551,37.10142312,25.65684379,97.65085579,73.6541178
2499,INFJ,17.32115848,24.96867979,32.31245761,99,73.96799736
2500,INFP,24.89993498,14.64569053,39.12018769,94.984347,69.56022767
2501,ENTP,50.35874775,51.8436704,51.88200691,86.00822133,89.24175512
2502,INFP,7.523533468,32.58471619,30.0362169,99,88.80732027
2503,INFP,22.56437694,52.41268195,63.57353373,97.56640042,87.62071626
2504,ISFP,17.28190128,91.45624445,27.61624727,41.42224817,81.94634833
2505,INTJ,4.249220451,41.2328148,30.67073661,97.26380235,74.98312146
2506,INTP,59.86912937,56.79410432,20.2554775,91.57263539,66.49991359
2507,ISFP,31.90714471,50.08149756,7.150484045,96.22478934,55.00719558
2508,ISTP,7.848401578,61.52498808,very,94.43060987,79.54292032
2509,INFJ,64.69564667,70.20477202,35.82790527,86.87770319,51.34710889
2510,ENFP,50.87380936,45.38658703,52.50552381,86.22617695,78.02081093
2511,INFJ,28.56732473,36.44145629,21.78082753,99,64.42698047
2512,INTP,12.53796499,54.21277597,65.51009041,98.05469474,81.91114786
2513,INTP,46.09203197,29.93611096,51.39113113,98.16764643,64.56500293
2514,INTP,21.46341003,20.16311137,62.4247703,99,66.88578571
2515,ISTP,33.55363345,59.2012104,47.12161529,63.37911136,80.93593141
2516,INFJ,24.28653072,21.86550058,9.32586705,99,61.51948106
2517,ENTP,34.3413242,53.47232871,30.97932007,86.34700082,80.26368431
2518,INTJ,33.02257499,70.22430143,18.61886608,95.6995884,65.6246239
2519,ISTP,42.26970262,70.28677186,15.04453669,94.11582729,58.88305763
2520,INFJ,10.33733384,65.67078544,35.07769391,92.64705942,71.09580499
2521,INFP,23.09429063,52.65635066,24.34067641,97.03380473,84.60143496
2522,INTJ,20.35107194,41.19850918,21.67876786,99,58.73444843
2523,ENTP,11.68005606,48.53335126,53.6753802,98.57889919,62.05697911
2524,INFJ,47.56327837,47.67002503,18.85690992,93.27584342,79.5675458
2525,INTJ,73.35596053,46.86749324,25.41335724,91.99097008,22.36541225
2526,INTP,24.19416883,51.67696687,45.35147035,79.51456085,68.13661273
2527,INFP,37.17155808,33.50229857,20.77997238,99,70.72928608
2528,ENFP,25.95803165,80.16430261,58.12965589,86.77904272,88.0612955
2529,INFJ,35.52079514,44.99991912,49.93510289,83.69856499,70.52229475
2530,ENTP,59.14477623,79.57064621,60.88761038,83.96693088,73.98789718
2531,INFJ,66.55625031,28.5544984,48.77190796,93.42764001,35.25990198
2532,INFJ,26.02799017,34.52158314,16.97497591,89.99243663,88.88481939
2533,ENFJ,45.57439351,50.12648449,42.54732547,79.07275082,43.89474404
2534,ENTJ,28.23183279,74.36553907,27.27026008,41.53643989,71.10934211
2535,ENFP,26.33138772,53.00254614,16.66164924,93.68114321,81.41776331
2536,ENFJ,76.76284864,63.97517735,19.20561283,70.74415701,60.27654843
2537,ESFP,23.0530095,71.56397793,57.43837917,76.3574336,92.15108943
2538,ISTP,49.47637464,35.7200933,17.14987939,98.44179111,61.01517506
2539,INTJ,18.47969821,50.19727123,34.15410894,96.02206416,92.53817528
2540,INFJ,14.55847456,49.47910638,30.15183529,97.98592543,87.86958196
2541,INFJ,19.03824208,73.47808078,41.47476152,90.22980741,83.61160992
2542,INTP,34.53995568,31.36845706,45.7524245,99,67.33192231
2543,INFJ,9.30306948,51.78140561,49.00568784,98.05590885,70.25730229
2544,INTP,23.73459244,48.69100466,44.32292582,84.66292152,91.42171006
2545,INTP,24.48868982,57.32410162,37.58308331,93.28216388,87.70316946
2546,INFJ,48.86528149,50.30391,33.44479018,96.72411064,64.08957963
2547,ISFP,53.87919251,78.71212613,41.0939886,69.87158795,74.70317553
2548,INFJ,21.98595942,33.08263114,30.37557954,99,72.18768395
2549,INTP,7.650981214,18.77077627,11.7556027,99,57.61862912
2550,INFJ,36.01946014,36.32882737,21.01174771,99,70.37741256
2551,INFJ,59.51259783,38.90753263,13.8161993,94.62718727,82.99845491
2552,INTJ,55.42823679,68.65551548,26.9117144,75.44449697,63.97533721
2553,INTP,34.25079403,57.75619561,46.36658813,83.40315327,70.26701838
2554,INTP,24.62056119,28.46555367,25.70591262,98.94398477,78.32405212
2555,ENFP,28.43183363,45.19246955,40.40469685,98.49627761,89.68525232
2556,INTJ,62.82785137,42.19096239,30.6883164,97.94133769,73.13578154
2557,ISTJ,61.63152163,56.53120734,40.65385778,93.44132349,35.49327591
2558,INFP,4.831985179,73.8210755,37.52281679,93.52835558,90.47708055
2559,INTP,35.13312285,81.00058201,31.30870088,74.18060354,72.05470907
2560,INTJ,42.8138753,47.96791751,56.96937109,78.29629671,84.82880756
2561,ENFP,57.76728527,54.84133503,43.08874762,85.07438112,55.2387809
2562,INFJ,36.23485954,78.49010074,15.0591753,71.20608863,84.5669596
2563,INTP,57.70453446,30.15715556,23.65281023,94.65820827,61.24780145
2564,INFP,8.649574298,34.98719823,20.91678879,99,66.8573644
2565,INTJ,19.91639044,52.51439733,55.50367754,99,72.51649974
2566,INTP,39.91353595,33.0090196,11.09841103,99,43.54482775
2567,INTP,21.97355687,40.36604603,38.90281165,98.49914339,84.59197616
2568,INTP,43.35628339,34.11937188,9.122857415,98.92785922,57.11011115
2569,INFJ,30.39880461,72.29894865,39.98820985,85.82284353,81.69724035
2570,INFP,27.87767341,59.90686581,19.34829214,81.17925316,89.00959491
2571,INTP,70.46047376,70.92920161,45.68474638,77.46719153,51.47588269
2572,INFJ,49.59240268,15.08954782,25.1779039,97.59088722,51.4600739
2573,INFP,30.45311521,44.4502582,56.51264032,98.86999116,55.05637119
2574,INFJ,48.17715043,46.14402581,26.07976336,91.88806126,68.36979454
2575,INFJ,35.03139416,43.12156957,28.77177988,98.22737569,56.59422045
2576,ENFP,17.96574085,68.55781761,34.80556766,67.48339138,80.40185782
2577,INFJ,33.1639,32.54546163,7.351952646,99,63.43926811
2578,ISTJ,59.4122552,50.24008078,27.21701713,92.14373581,67.88649537
2579,ISFP,47.13514186,69.81885756,,86.1117103,60.59588939
2580,INFP,28.07184714,53.83807359,21.72773908,94.42055972,76.11891079
2581,ISFP,40.27905877,67.10997486,20.42849784,96.03601336,88.3264327
2582,INFP,18.63913333,37.21205478,16.03510858,99,49.80911686
2583,INFJ,58.17554059,63.16210604,47.17166064,91.87190392,62.34355663
2584,INFJ,18.60071516,79.23355859,34.10045795,86.74143741,51.12547336
2585,ENTP,20.05620623,51.76698505,21.97052542,99,76.67072091
2586,INTJ,30.07061015,52.86022953,45.80319075,95.86595735,73.57112373
2587,INFJ,24.75821121,40.37881816,22.19889813,98.10854278,71.01091725
2588,INFJ,36.80067118,20.35356136,20.20161072,99,44.74105109
2589,ISFJ,14.1309106,44.06287275,11.27633642,96.59952079,73.26823458
2590,INTJ,33.66911812,45.70842926,39.5081397,95.56301392,51.19499023
2591,INTP,16.9931627,50.24316198,36.87617073,99,69.69052836
2592,INFP,34.89116804,14.15730073,10.37301167,99,84.38220828
2593,INTP,13.4966103,54.8388874,20.75857699,99,82.74547194
2594,INTP,27.65666729,25.18057127,39.87889106,97.88998695,64.9651093
2595,ISTJ,44.75474317,26.24427085,32.27118694,98.42086653,64.51864504
2596,INTJ,53.84213291,54.86159406,58.22309142,96.81549053,52.52618286
2597,ENFP,14.57162937,29.75170789,11.72413265,99,57.47874467
2598,INTP,12.99239692,44.98008172,18.32584424,99,76.63249405
2599,INTP,shouldn't,34.1155647,21.07222262,you,for
2600,INFP,52.33206676,24.39976145,19.43964331,99,63.08474466
2601,ENTP,43.14434351,54.9028651,38.58773065,95.24470453,75.68157343
2602,INTJ,13.70624145,50.74566897,42.56667496,95.11848279,65.20451927
2603,INTJ,27.41342182,50.17334993,46.34443441,85.31887153,89.6747477
2604,INTJ,54.66556348,60.24308122,40.70787515,85.30010206,61.03562052
2605,INTJ,23.09231879,47.14864937,29.24583137,94.3215468,46.24006908
2606,INFP,6.704955087,50.74866579,36.5913849,97.03137383,83.20055567
2607,INFP,57.68912915,39.14195366,9.396874494,99,61.00363126
2608,ESTP,51.83002912,35.02775188,22.43215391,90.10710576,48.28494328
2609,INFP,26.50232021,48.8362158,37.41672659,93.06033659,73.90416868
2610,ENFJ,38.83775155,81.16376643,81.11041774,37.39108649,89.48222818
2611,INTP,41.69378408,27.46768954,56.23428756,99,70.31956625
2612,ENFJ,34.06427274,72.61169125,35.74286219,76.43635159,86.16069525
2613,ISFJ,51.94892395,36.7258651,18.43695782,98.78999353,52.1047904
